pair,day,rate,source
HKD/CNY,2024-03-07,0.8959,sample
HKD/CNY,2024-03-08,0.8936,sample
HKD/CNY,2024-03-11,0.8938,sample
HKD/CNY,2024-03-12,0.8926,sample
HKD/CNY,2024-03-13,0.893,sample
HKD/CNY,2024-03-14,0.8916,sample
HKD/CNY,2024-03-15,0.8928,sample
HKD/CNY,2024-03-18,0.8912,sample
HKD/CNY,2024-03-19,0.8941,sample
HKD/CNY,2024-03-20,0.8937,sample
HKD/CNY,2024-03-21,0.894,sample
HKD/CNY,2024-03-22,0.8925,sample
HKD/CNY,2024-03-25,0.8936,sample
HKD/CNY,2024-03-26,0.8942,sample
HKD/CNY,2024-03-27,0.8942,sample
HKD/CNY,2024-03-28,0.8937,sample
HKD/CNY,2024-03-29,0.89,sample
HKD/CNY,2024-04-01,0.8922,sample
HKD/CNY,2024-04-02,0.8935,sample
HKD/CNY,2024-04-03,0.8935,sample
HKD/CNY,2024-04-04,0.8937,sample
HKD/CNY,2024-04-05,0.8928,sample
HKD/CNY,2024-04-08,0.8926,sample
HKD/CNY,2024-04-09,0.8941,sample
HKD/CNY,2024-04-10,0.8923,sample
HKD/CNY,2024-04-11,0.8878,sample
HKD/CNY,2024-04-12,0.8849,sample
HKD/CNY,2024-04-15,0.8876,sample
HKD/CNY,2024-04-16,0.8887,sample
HKD/CNY,2024-04-17,0.888,sample
HKD/CNY,2024-04-18,0.8873,sample
HKD/CNY,2024-04-19,0.8889,sample
HKD/CNY,2024-04-22,0.8907,sample
HKD/CNY,2024-04-23,0.8893,sample
HKD/CNY,2024-04-24,0.8916,sample
HKD/CNY,2024-04-25,0.8918,sample
HKD/CNY,2024-04-26,0.8898,sample
HKD/CNY,2024-04-29,0.8884,sample
HKD/CNY,2024-04-30,0.8899,sample
HKD/CNY,2024-05-01,0.8888,sample
HKD/CNY,2024-05-02,0.8881,sample
HKD/CNY,2024-05-03,0.89,sample
HKD/CNY,2024-05-06,0.8917,sample
HKD/CNY,2024-05-07,0.8924,sample
HKD/CNY,2024-05-08,0.894,sample
HKD/CNY,2024-05-09,0.8967,sample
HKD/CNY,2024-05-10,0.8976,sample
HKD/CNY,2024-05-13,0.8967,sample
HKD/CNY,2024-05-14,0.8972,sample
HKD/CNY,2024-05-15,0.8988,sample
HKD/CNY,2024-05-16,0.8984,sample
HKD/CNY,2024-05-17,0.8993,sample
HKD/CNY,2024-05-20,0.8973,sample
HKD/CNY,2024-05-21,0.8969,sample
HKD/CNY,2024-05-22,0.8984,sample
HKD/CNY,2024-05-23,0.9003,sample
HKD/CNY,2024-05-24,0.8956,sample
HKD/CNY,2024-05-27,0.8948,sample
HKD/CNY,2024-05-28,0.8943,sample
HKD/CNY,2024-05-29,0.893,sample
HKD/CNY,2024-05-30,0.8957,sample
HKD/CNY,2024-05-31,0.8971,sample
HKD/CNY,2024-06-03,0.8968,sample
HKD/CNY,2024-06-04,0.8964,sample
HKD/CNY,2024-06-05,0.898,sample
HKD/CNY,2024-06-06,0.8971,sample
HKD/CNY,2024-06-07,0.897,sample
HKD/CNY,2024-06-10,0.8993,sample
HKD/CNY,2024-06-11,0.8995,sample
HKD/CNY,2024-06-12,0.899,sample
HKD/CNY,2024-06-13,0.8967,sample
HKD/CNY,2024-06-14,0.8957,sample
HKD/CNY,2024-06-17,0.8971,sample
HKD/CNY,2024-06-18,0.898,sample
HKD/CNY,2024-06-19,0.9016,sample
HKD/CNY,2024-06-20,0.9033,sample
HKD/CNY,2024-06-21,0.9008,sample
HKD/CNY,2024-06-24,0.8993,sample
HKD/CNY,2024-06-25,0.9004,sample
HKD/CNY,2024-06-26,0.902,sample
HKD/CNY,2024-06-27,0.9002,sample
HKD/CNY,2024-06-28,0.8998,sample
HKD/CNY,2024-07-01,0.8989,sample
HKD/CNY,2024-07-02,0.8968,sample
HKD/CNY,2024-07-03,0.8969,sample
HKD/CNY,2024-07-04,0.8962,sample
HKD/CNY,2024-07-05,0.8978,sample
HKD/CNY,2024-07-08,0.9026,sample
HKD/CNY,2024-07-09,0.9029,sample
HKD/CNY,2024-07-10,0.9002,sample
HKD/CNY,2024-07-11,0.902,sample
HKD/CNY,2024-07-12,0.9028,sample
HKD/CNY,2024-07-15,0.9015,sample
HKD/CNY,2024-07-16,0.8997,sample
HKD/CNY,2024-07-17,0.9007,sample
HKD/CNY,2024-07-18,0.8996,sample
HKD/CNY,2024-07-19,0.9031,sample
HKD/CNY,2024-07-22,0.9041,sample
HKD/CNY,2024-07-23,0.9057,sample
HKD/CNY,2024-07-24,0.906,sample
HKD/CNY,2024-07-25,0.9058,sample
HKD/CNY,2024-07-26,0.9069,sample
HKD/CNY,2024-07-29,0.91,sample
HKD/CNY,2024-07-30,0.912,sample
HKD/CNY,2024-07-31,0.9128,sample
HKD/CNY,2024-08-01,0.9145,sample
HKD/CNY,2024-08-02,0.9148,sample
HKD/CNY,2024-08-05,0.9149,sample
HKD/CNY,2024-08-06,0.915,sample
HKD/CNY,2024-08-07,0.9125,sample
HKD/CNY,2024-08-08,0.9135,sample
HKD/CNY,2024-08-09,0.9129,sample
HKD/CNY,2024-08-12,0.9123,sample
HKD/CNY,2024-08-13,0.9115,sample
HKD/CNY,2024-08-14,0.9115,sample
HKD/CNY,2024-08-15,0.9101,sample
HKD/CNY,2024-08-16,0.9108,sample
HKD/CNY,2024-08-19,0.9102,sample
HKD/CNY,2024-08-20,0.9105,sample
HKD/CNY,2024-08-21,0.9114,sample
HKD/CNY,2024-08-22,0.9124,sample
HKD/CNY,2024-08-23,0.9137,sample
HKD/CNY,2024-08-26,0.9143,sample
HKD/CNY,2024-08-27,0.9134,sample
HKD/CNY,2024-08-28,0.9151,sample
HKD/CNY,2024-08-29,0.9149,sample
HKD/CNY,2024-08-30,0.9177,sample
HKD/CNY,2024-09-02,0.9206,sample
HKD/CNY,2024-09-03,0.9201,sample
HKD/CNY,2024-09-04,0.9195,sample
HKD/CNY,2024-09-05,0.9201,sample
HKD/CNY,2024-09-06,0.9212,sample
HKD/CNY,2024-09-09,0.9186,sample
HKD/CNY,2024-09-10,0.9206,sample
HKD/CNY,2024-09-11,0.9205,sample
HKD/CNY,2024-09-12,0.9232,sample
HKD/CNY,2024-09-13,0.9242,sample
HKD/CNY,2024-09-16,0.9273,sample
HKD/CNY,2024-09-17,0.9303,sample
HKD/CNY,2024-09-18,0.9327,sample
HKD/CNY,2024-09-19,0.934,sample
HKD/CNY,2024-09-20,0.9315,sample
HKD/CNY,2024-09-23,0.9312,sample
HKD/CNY,2024-09-24,0.9273,sample
HKD/CNY,2024-09-25,0.9302,sample
HKD/CNY,2024-09-26,0.9335,sample
HKD/CNY,2024-09-27,0.9321,sample
HKD/CNY,2024-09-30,0.931,sample
HKD/CNY,2024-10-01,0.9318,sample
HKD/CNY,2024-10-02,0.9299,sample
HKD/CNY,2024-10-03,0.9333,sample
HKD/CNY,2024-10-04,0.9321,sample
HKD/CNY,2024-10-07,0.9317,sample
HKD/CNY,2024-10-08,0.9306,sample
HKD/CNY,2024-10-09,0.9329,sample
HKD/CNY,2024-10-10,0.9326,sample
HKD/CNY,2024-10-11,0.9354,sample
HKD/CNY,2024-10-14,0.9331,sample
HKD/CNY,2024-10-15,0.9337,sample
HKD/CNY,2024-10-16,0.9366,sample
HKD/CNY,2024-10-17,0.9367,sample
HKD/CNY,2024-10-18,0.9378,sample
HKD/CNY,2024-10-21,0.9382,sample
HKD/CNY,2024-10-22,0.9383,sample
HKD/CNY,2024-10-23,0.9414,sample
HKD/CNY,2024-10-24,0.9393,sample
HKD/CNY,2024-10-25,0.9396,sample
HKD/CNY,2024-10-28,0.9393,sample
HKD/CNY,2024-10-29,0.937,sample
HKD/CNY,2024-10-30,0.937,sample
HKD/CNY,2024-10-31,0.9372,sample
HKD/CNY,2024-11-01,0.9357,sample
HKD/CNY,2024-11-04,0.9338,sample
HKD/CNY,2024-11-05,0.9351,sample
HKD/CNY,2024-11-06,0.9373,sample
HKD/CNY,2024-11-07,0.936,sample
HKD/CNY,2024-11-08,0.9366,sample
HKD/CNY,2024-11-11,0.9379,sample
HKD/CNY,2024-11-12,0.9411,sample
HKD/CNY,2024-11-13,0.9402,sample
HKD/CNY,2024-11-14,0.9378,sample
HKD/CNY,2024-11-15,0.9345,sample
HKD/CNY,2024-11-18,0.9349,sample
HKD/CNY,2024-11-19,0.9366,sample
HKD/CNY,2024-11-20,0.9384,sample
HKD/CNY,2024-11-21,0.9394,sample
HKD/CNY,2024-11-22,0.9382,sample
HKD/CNY,2024-11-25,0.9418,sample
HKD/CNY,2024-11-26,0.9428,sample
HKD/CNY,2024-11-27,0.9442,sample
HKD/CNY,2024-11-28,0.9434,sample
HKD/CNY,2024-11-29,0.9437,sample
HKD/CNY,2024-12-02,0.9403,sample
HKD/CNY,2024-12-03,0.9439,sample
HKD/CNY,2024-12-04,0.9423,sample
HKD/CNY,2024-12-05,0.9398,sample
HKD/CNY,2024-12-06,0.9405,sample
HKD/CNY,2024-12-09,0.9394,sample
HKD/CNY,2024-12-10,0.9388,sample
HKD/CNY,2024-12-11,0.9399,sample
HKD/CNY,2024-12-12,0.9417,sample
HKD/CNY,2024-12-13,0.9421,sample
HKD/CNY,2024-12-16,0.9464,sample
HKD/CNY,2024-12-17,0.948,sample
HKD/CNY,2024-12-18,0.9506,sample
HKD/CNY,2024-12-19,0.9525,sample
HKD/CNY,2024-12-20,0.9504,sample
HKD/CNY,2024-12-23,0.9518,sample
HKD/CNY,2024-12-24,0.9522,sample
HKD/CNY,2024-12-25,0.9532,sample
HKD/CNY,2024-12-26,0.9555,sample
HKD/CNY,2024-12-27,0.9554,sample
HKD/CNY,2024-12-30,0.9613,sample
HKD/CNY,2024-12-31,0.9638,sample
HKD/CNY,2025-01-01,0.9648,sample
HKD/CNY,2025-01-02,0.9653,sample
HKD/CNY,2025-01-03,0.9687,sample
HKD/CNY,2025-01-06,0.9671,sample
HKD/CNY,2025-01-07,0.967,sample
HKD/CNY,2025-01-08,0.9673,sample
HKD/CNY,2025-01-09,0.9689,sample
HKD/CNY,2025-01-10,0.9675,sample
HKD/CNY,2025-01-13,0.9653,sample
HKD/CNY,2025-01-14,0.9613,sample
HKD/CNY,2025-01-15,0.9606,sample
HKD/CNY,2025-01-16,0.9635,sample
HKD/CNY,2025-01-17,0.9637,sample
HKD/CNY,2025-01-20,0.9628,sample
HKD/CNY,2025-01-21,0.9643,sample
HKD/CNY,2025-01-22,0.9675,sample
HKD/CNY,2025-01-23,0.9694,sample
HKD/CNY,2025-01-24,0.969,sample
HKD/CNY,2025-01-27,0.9681,sample
HKD/CNY,2025-01-28,0.9648,sample
HKD/CNY,2025-01-29,0.9675,sample
HKD/CNY,2025-01-30,0.9656,sample
HKD/CNY,2025-01-31,0.9663,sample
HKD/CNY,2025-02-03,0.9653,sample
HKD/CNY,2025-02-04,0.9628,sample
HKD/CNY,2025-02-05,0.9643,sample
HKD/CNY,2025-02-06,0.9689,sample
HKD/CNY,2025-02-07,0.9691,sample
HKD/CNY,2025-02-10,0.9692,sample
HKD/CNY,2025-02-11,0.9709,sample
HKD/CNY,2025-02-12,0.9679,sample
HKD/CNY,2025-02-13,0.9692,sample
HKD/CNY,2025-02-14,0.9691,sample
HKD/CNY,2025-02-17,0.971,sample
HKD/CNY,2025-02-18,0.9737,sample
HKD/CNY,2025-02-19,0.9713,sample
HKD/CNY,2025-02-20,0.9724,sample
HKD/CNY,2025-02-21,0.9732,sample
HKD/CNY,2025-02-24,0.9689,sample
HKD/CNY,2025-02-25,0.9668,sample
HKD/CNY,2025-02-26,0.9669,sample
HKD/CNY,2025-02-27,0.9678,sample
HKD/CNY,2025-02-28,0.9722,sample
HKD/CNY,2025-03-03,0.9696,sample
HKD/CNY,2025-03-04,0.9712,sample
HKD/CNY,2025-03-05,0.971,sample
HKD/CNY,2025-03-06,0.9705,sample
HKD/CNY,2025-03-07,0.9669,sample
HKD/CNY,2025-03-10,0.9696,sample
HKD/CNY,2025-03-11,0.9695,sample
HKD/CNY,2025-03-12,0.9691,sample
HKD/CNY,2025-03-13,0.9691,sample
HKD/CNY,2025-03-14,0.969,sample
HKD/CNY,2025-03-17,0.9684,sample
HKD/CNY,2025-03-18,0.9681,sample
HKD/CNY,2025-03-19,0.9678,sample
HKD/CNY,2025-03-20,0.9681,sample
HKD/CNY,2025-03-21,0.9672,sample
HKD/CNY,2025-03-24,0.9665,sample
HKD/CNY,2025-03-25,0.9648,sample
HKD/CNY,2025-03-26,0.9648,sample
HKD/CNY,2025-03-27,0.9642,sample
HKD/CNY,2025-03-28,0.9636,sample
HKD/CNY,2025-03-31,0.9649,sample
HKD/CNY,2025-04-01,0.9624,sample
HKD/CNY,2025-04-02,0.9628,sample
HKD/CNY,2025-04-03,0.9613,sample
HKD/CNY,2025-04-04,0.9651,sample
HKD/CNY,2025-04-07,0.9665,sample
HKD/CNY,2025-04-08,0.9661,sample
HKD/CNY,2025-04-09,0.969,sample
HKD/CNY,2025-04-10,0.9705,sample
HKD/CNY,2025-04-11,0.9689,sample
HKD/CNY,2025-04-14,0.969,sample
HKD/CNY,2025-04-15,0.9667,sample
HKD/CNY,2025-04-16,0.9649,sample
HKD/CNY,2025-04-17,0.9658,sample
HKD/CNY,2025-04-18,0.9627,sample
HKD/CNY,2025-04-21,0.9659,sample
HKD/CNY,2025-04-22,0.967,sample
HKD/CNY,2025-04-23,0.9653,sample
HKD/CNY,2025-04-24,0.9673,sample
HKD/CNY,2025-04-25,0.9704,sample
HKD/CNY,2025-04-28,0.9705,sample
HKD/CNY,2025-04-29,0.9725,sample
HKD/CNY,2025-04-30,0.9734,sample
HKD/CNY,2025-05-01,0.9707,sample
HKD/CNY,2025-05-02,0.9684,sample
HKD/CNY,2025-05-05,0.9713,sample
HKD/CNY,2025-05-06,0.9721,sample
HKD/CNY,2025-05-07,0.9702,sample
HKD/CNY,2025-05-08,0.9717,sample
HKD/CNY,2025-05-09,0.9713,sample
HKD/CNY,2025-05-12,0.9706,sample
HKD/CNY,2025-05-13,0.971,sample
HKD/CNY,2025-05-14,0.9696,sample
HKD/CNY,2025-05-15,0.969,sample
HKD/CNY,2025-05-16,0.9667,sample
HKD/CNY,2025-05-19,0.9651,sample
HKD/CNY,2025-05-20,0.9657,sample
HKD/CNY,2025-05-21,0.968,sample
HKD/CNY,2025-05-22,0.9685,sample
HKD/CNY,2025-05-23,0.971,sample
HKD/CNY,2025-05-26,0.9714,sample
HKD/CNY,2025-05-27,0.9685,sample
HKD/CNY,2025-05-28,0.9684,sample
HKD/CNY,2025-05-29,0.9647,sample
HKD/CNY,2025-05-30,0.9638,sample
HKD/CNY,2025-06-02,0.9602,sample
HKD/CNY,2025-06-03,0.9596,sample
HKD/CNY,2025-06-04,0.9591,sample
HKD/CNY,2025-06-05,0.9567,sample
HKD/CNY,2025-06-06,0.9549,sample
HKD/CNY,2025-06-09,0.9526,sample
HKD/CNY,2025-06-10,0.9538,sample
HKD/CNY,2025-06-11,0.9526,sample
HKD/CNY,2025-06-12,0.9514,sample
HKD/CNY,2025-06-13,0.9499,sample
HKD/CNY,2025-06-16,0.9534,sample
HKD/CNY,2025-06-17,0.9506,sample
HKD/CNY,2025-06-18,0.9487,sample
HKD/CNY,2025-06-19,0.9496,sample
HKD/CNY,2025-06-20,0.953,sample
HKD/CNY,2025-06-23,0.9534,sample
HKD/CNY,2025-06-24,0.9513,sample
HKD/CNY,2025-06-25,0.9515,sample
HKD/CNY,2025-06-26,0.9525,sample
HKD/CNY,2025-06-27,0.953,sample
HKD/CNY,2025-06-30,0.9555,sample
HKD/CNY,2025-07-01,0.9562,sample
HKD/CNY,2025-07-02,0.9556,sample
HKD/CNY,2025-07-03,0.9581,sample
HKD/CNY,2025-07-04,0.9599,sample
HKD/CNY,2025-07-07,0.956,sample
HKD/CNY,2025-07-08,0.9537,sample
HKD/CNY,2025-07-09,0.951,sample
HKD/CNY,2025-07-10,0.9505,sample
HKD/CNY,2025-07-11,0.9482,sample
HKD/CNY,2025-07-14,0.9447,sample
HKD/CNY,2025-07-15,0.944,sample
HKD/CNY,2025-07-16,0.9453,sample
HKD/CNY,2025-07-17,0.9466,sample
HKD/CNY,2025-07-18,0.946,sample
HKD/CNY,2025-07-21,0.9489,sample
HKD/CNY,2025-07-22,0.9492,sample
HKD/CNY,2025-07-23,0.9501,sample
HKD/CNY,2025-07-24,0.952,sample
HKD/CNY,2025-07-25,0.9517,sample
HKD/CNY,2025-07-28,0.946,sample
HKD/CNY,2025-07-29,0.9468,sample
HKD/CNY,2025-07-30,0.946,sample
HKD/CNY,2025-07-31,0.9469,sample
HKD/CNY,2025-08-01,0.9493,sample
HKD/CNY,2025-08-04,0.9452,sample
HKD/CNY,2025-08-05,0.9444,sample
HKD/CNY,2025-08-06,0.9458,sample
HKD/CNY,2025-08-07,0.9452,sample
HKD/CNY,2025-08-08,0.9473,sample
HKD/CNY,2025-08-11,0.9434,sample
HKD/CNY,2025-08-12,0.9444,sample
HKD/CNY,2025-08-13,0.946,sample
HKD/CNY,2025-08-14,0.9438,sample
HKD/CNY,2025-08-15,0.9444,sample
HKD/CNY,2025-08-18,0.9407,sample
HKD/CNY,2025-08-19,0.9409,sample
HKD/CNY,2025-08-20,0.9413,sample
HKD/CNY,2025-08-21,0.939,sample
HKD/CNY,2025-08-22,0.9398,sample
HKD/CNY,2025-08-25,0.9393,sample
HKD/CNY,2025-08-26,0.9367,sample
HKD/CNY,2025-08-27,0.9375,sample
HKD/CNY,2025-08-28,0.9372,sample
HKD/CNY,2025-08-29,0.9366,sample
HKD/CNY,2025-09-01,0.9339,sample
HKD/CNY,2025-09-02,0.9297,sample
HKD/CNY,2025-09-03,0.9292,sample
HKD/CNY,2025-09-04,0.931,sample
HKD/CNY,2025-09-05,0.9338,sample
HKD/CNY,2025-09-08,0.9346,sample
HKD/CNY,2025-09-09,0.9359,sample
HKD/CNY,2025-09-10,0.9358,sample
HKD/CNY,2025-09-11,0.9354,sample
HKD/CNY,2025-09-12,0.933,sample
HKD/CNY,2025-09-15,0.9319,sample
HKD/CNY,2025-09-16,0.933,sample
HKD/CNY,2025-09-17,0.933,sample
HKD/CNY,2025-09-18,0.9306,sample
HKD/CNY,2025-09-19,0.9269,sample
HKD/CNY,2025-09-22,0.926,sample
HKD/CNY,2025-09-23,0.926,sample
HKD/CNY,2025-09-24,0.9264,sample
HKD/CNY,2025-09-25,0.9254,sample
HKD/CNY,2025-09-26,0.9234,sample
HKD/CNY,2025-09-29,0.9224,sample
HKD/CNY,2025-09-30,0.92,sample
HKD/CNY,2025-10-01,0.9171,sample
HKD/CNY,2025-10-02,0.9157,sample
HKD/CNY,2025-10-03,0.9167,sample
HKD/CNY,2025-10-06,0.9193,sample
HKD/CNY,2025-10-07,0.9193,sample
HKD/CNY,2025-10-08,0.9194,sample
HKD/CNY,2025-10-09,0.9164,sample
HKD/CNY,2025-10-10,0.9136,sample
HKD/CNY,2025-10-13,0.9147,sample
HKD/CNY,2025-10-14,0.9162,sample
HKD/CNY,2025-10-15,0.9187,sample
HKD/CNY,2025-10-16,0.9211,sample
HKD/CNY,2025-10-17,0.9247,sample
HKD/CNY,2025-10-20,0.9261,sample
HKD/CNY,2025-10-21,0.9245,sample
HKD/CNY,2025-10-22,0.9254,sample
HKD/CNY,2025-10-23,0.9259,sample
HKD/CNY,2025-10-24,0.9266,sample
HKD/CNY,2025-10-27,0.9248,sample
HKD/CNY,2025-10-28,0.9284,sample
HKD/CNY,2025-10-29,0.9281,sample
HKD/CNY,2025-10-30,0.9253,sample
HKD/CNY,2025-10-31,0.924,sample
HKD/CNY,2025-11-03,0.9249,sample
HKD/CNY,2025-11-04,0.9206,sample
HKD/CNY,2025-11-05,0.9206,sample
HKD/CNY,2025-11-06,0.9222,sample
HKD/CNY,2025-11-07,0.9216,sample
HKD/CNY,2025-11-10,0.9217,sample
HKD/CNY,2025-11-11,0.9199,sample
HKD/CNY,2025-11-12,0.9191,sample
HKD/CNY,2025-11-13,0.9191,sample
HKD/CNY,2025-11-14,0.9205,sample
HKD/CNY,2025-11-17,0.9202,sample
HKD/CNY,2025-11-18,0.92,sample
HKD/CNY,2025-11-19,0.9201,sample
HKD/CNY,2025-11-20,0.9222,sample
HKD/CNY,2025-11-21,0.9229,sample
HKD/CNY,2025-11-24,0.9213,sample
HKD/CNY,2025-11-25,0.924,sample
HKD/CNY,2025-11-26,0.9221,sample
HKD/CNY,2025-11-27,0.9232,sample
HKD/CNY,2025-11-28,0.9251,sample
HKD/CNY,2025-12-01,0.9272,sample
HKD/CNY,2025-12-02,0.926,sample
HKD/CNY,2025-12-03,0.9275,sample
HKD/CNY,2025-12-04,0.9265,sample
HKD/CNY,2025-12-05,0.9278,sample
HKD/CNY,2025-12-08,0.93,sample
HKD/CNY,2025-12-09,0.9332,sample
HKD/CNY,2025-12-10,0.9342,sample
HKD/CNY,2025-12-11,0.9331,sample
HKD/CNY,2025-12-12,0.9334,sample
HKD/CNY,2025-12-15,0.9309,sample
HKD/CNY,2025-12-16,0.9294,sample
HKD/CNY,2025-12-17,0.9296,sample
HKD/CNY,2025-12-18,0.9319,sample
HKD/CNY,2025-12-19,0.9347,sample
HKD/CNY,2025-12-22,0.9354,sample
HKD/CNY,2025-12-23,0.9376,sample
HKD/CNY,2025-12-24,0.9432,sample
HKD/CNY,2025-12-25,0.9397,sample
HKD/CNY,2025-12-26,0.943,sample
HKD/CNY,2025-12-29,0.9433,sample
HKD/CNY,2025-12-30,0.9451,sample
HKD/CNY,2025-12-31,0.9421,sample
HKD/CNY,2026-01-01,0.9442,sample
HKD/CNY,2026-01-02,0.9419,sample
HKD/CNY,2026-01-05,0.9374,sample
HKD/CNY,2026-01-06,0.9388,sample
HKD/CNY,2026-01-07,0.9383,sample
HKD/CNY,2026-01-08,0.9386,sample
HKD/CNY,2026-01-09,0.9361,sample
HKD/CNY,2026-01-12,0.9338,sample
HKD/CNY,2026-01-13,0.9333,sample
HKD/CNY,2026-01-14,0.9374,sample
HKD/CNY,2026-01-15,0.9355,sample
HKD/CNY,2026-01-16,0.9354,sample
HKD/CNY,2026-01-19,0.9369,sample
HKD/CNY,2026-01-20,0.9399,sample
HKD/CNY,2026-01-21,0.9396,sample
HKD/CNY,2026-01-22,0.9401,sample
HKD/CNY,2026-01-23,0.9383,sample
HKD/CNY,2026-01-26,0.9368,sample
HKD/CNY,2026-01-27,0.9393,sample
HKD/CNY,2026-01-28,0.9398,sample
HKD/CNY,2026-01-29,0.942,sample
HKD/CNY,2026-01-30,0.9398,sample
HKD/CNY,2026-02-02,0.9404,sample
HKD/CNY,2026-02-03,0.9431,sample
HKD/CNY,2026-02-04,0.9463,sample
HKD/CNY,2026-02-05,0.9466,sample
HKD/CNY,2026-02-06,0.9443,sample
HKD/CNY,2026-02-09,0.9416,sample
HKD/CNY,2026-02-10,0.9395,sample
HKD/CNY,2026-02-11,0.9398,sample
HKD/CNY,2026-02-12,0.9418,sample
HKD/CNY,2026-02-13,0.9389,sample
HKD/CNY,2026-02-16,0.9369,sample
HKD/CNY,2026-02-17,0.936,sample
HKD/CNY,2026-02-18,0.9369,sample
HKD/CNY,2026-02-19,0.9354,sample
HKD/CNY,2026-02-20,0.9363,sample
HKD/CNY,2026-02-23,0.9375,sample
HKD/CNY,2026-02-24,0.938,sample
HKD/CNY,2026-02-25,0.9398,sample
HKD/CNY,2026-02-26,0.9397,sample
HKD/CNY,2026-02-27,0.94,sample
HKD/CNY,2026-03-02,0.9398,sample
HKD/CNY,2026-03-03,0.9403,sample
HKD/CNY,2026-03-04,0.9412,sample
HKD/CNY,2026-03-05,0.9442,sample
HKD/CNY,2026-03-06,0.9421,sample
HKD/CNY,2026-03-09,0.9441,sample
HKD/CNY,2026-03-10,0.9435,sample
HKD/CNY,2026-03-11,0.9456,sample
HKD/CNY,2026-03-12,0.9481,sample
HKD/CNY,2026-03-13,0.9478,sample
HKD/CNY,2026-03-16,0.9451,sample
HKD/CNY,2026-03-17,0.9451,sample
HKD/CNY,2026-03-18,0.9454,sample
HKD/CNY,2026-03-19,0.9468,sample
HKD/CNY,2026-03-20,0.9485,sample
HKD/CNY,2026-03-23,0.9487,sample
HKD/CNY,2026-03-24,0.9502,sample
HKD/CNY,2026-03-25,0.9474,sample
HKD/CNY,2026-03-26,0.95,sample
HKD/CNY,2026-03-27,0.9508,sample
HKD/CNY,2026-03-30,0.9498,sample
HKD/CNY,2026-03-31,0.9503,sample
HKD/CNY,2026-04-01,0.9491,sample
HKD/CNY,2026-04-02,0.9481,sample
HKD/CNY,2026-04-03,0.9461,sample
